ÐòºÅ,V1,V2,label
2466,9.13 ,6.37 ,3
2467,7.34 ,9.11 ,3
2468,1.13 ,1.93 ,2
2469,6.98 ,8.17 ,3
2470,-1.35 ,1.63 ,2
2471,1.43 ,1.77 ,2
2472,1.23 ,1.28 ,2
2473,-4.63 ,5.74 ,1
2474,0.87 ,1.07 ,2
2475,-0.30 ,1.80 ,2
2476,6.80 ,7.34 ,3
2477,-4.23 ,3.68 ,1
2478,6.49 ,5.51 ,3
2479,-0.98 ,3.05 ,2
2480,-0.86 ,3.21 ,1
2481,-0.54 ,3.41 ,2
2482,5.34 ,10.55 ,3
2483,0.25 ,2.22 ,2
2484,-3.55 ,3.42 ,1
2485,0.28 ,2.51 ,2
2486,0.34 ,3.13 ,2
2487,3.17 ,6.89 ,3
2488,8.74 ,5.62 ,3
2489,-2.95 ,5.82 ,1
2490,-3.87 ,4.44 ,1
2491,1.39 ,4.41 ,2
2492,7.56 ,4.52 ,3
2493,0.22 ,3.05 ,2
2494,3.67 ,2.92 ,2
2495,-1.86 ,3.72 ,1
2496,-0.10 ,1.78 ,2
2497,-0.36 ,0.94 ,2
2498,-4.16 ,5.13 ,1
2499,5.38 ,5.46 ,3
2500,-4.80 ,4.72 ,1
2501,-0.38 ,1.59 ,1
2502,-0.34 ,3.02 ,2
2503,-5.10 ,1.57 ,1
2504,0.43 ,4.15 ,2
2505,5.36 ,4.75 ,3
2506,-0.89 ,-0.78 ,2
2507,-1.03 ,1.94 ,2
2508,4.61 ,7.88 ,3
2509,-6.02 ,4.80 ,1
2510,-2.46 ,6.20 ,1
2511,-5.11 ,2.29 ,1
2512,-5.52 ,4.04 ,1
2513,2.70 ,3.67 ,2
2514,4.59 ,4.70 ,3
2515,7.46 ,4.27 ,3
2516,1.54 ,2.61 ,2
2517,6.70 ,6.04 ,3
2518,3.15 ,8.06 ,3
2519,-0.39 ,3.18 ,2
2520,2.74 ,1.95 ,2
2521,3.02 ,1.80 ,2
2522,1.76 ,4.57 ,2
2523,-3.07 ,3.00 ,1
2524,-4.69 ,3.09 ,1
2525,2.38 ,1.84 ,2
2526,4.56 ,5.55 ,3
2527,9.47 ,3.01 ,3
2528,2.75 ,2.39 ,2
2529,-4.53 ,3.91 ,1
2530,-5.47 ,3.19 ,1
2531,-3.70 ,5.26 ,1
2532,-3.11 ,3.64 ,1
2533,0.87 ,2.47 ,2
2534,4.58 ,4.94 ,3
2535,4.89 ,6.06 ,3
2536,6.31 ,7.30 ,3
2537,3.53 ,3.12 ,3
2538,-1.82 ,4.49 ,1
2539,1.51 ,-1.51 ,2
2540,5.51 ,6.01 ,3
2541,-2.91 ,6.14 ,1
2542,-0.94 ,5.10 ,1
2543,-3.13 ,4.23 ,1
2544,0.47 ,-0.32 ,2
2545,-4.67 ,2.73 ,1
2546,-4.57 ,6.25 ,1
2547,5.20 ,5.48 ,3
2548,6.23 ,5.62 ,3
2549,-7.07 ,2.74 ,1
2550,-5.41 ,4.53 ,1
2551,-7.02 ,6.74 ,1
2552,3.87 ,7.72 ,3
2553,-0.17 ,0.56 ,2
2554,1.50 ,0.01 ,2
2555,-3.51 ,0.90 ,1
2556,1.65 ,4.07 ,2
2557,-2.57 ,3.37 ,1
2558,-3.32 ,3.44 ,1
2559,7.64 ,8.51 ,3
2560,8.15 ,3.58 ,3
2561,-2.18 ,3.47 ,1
2562,-7.80 ,5.56 ,1
2563,1.13 ,2.27 ,2
2564,-6.29 ,7.33 ,1
2565,-4.33 ,5.42 ,1
2566,-3.06 ,3.20 ,1
2567,6.74 ,6.89 ,3
2568,-5.65 ,3.68 ,1
2569,2.26 ,5.59 ,3
2570,-2.77 ,5.84 ,1
2571,2.57 ,2.89 ,2
2572,0.53 ,1.93 ,2
2573,7.71 ,5.08 ,3
2574,3.55 ,2.08 ,3
2575,7.27 ,5.97 ,3
2576,2.10 ,1.66 ,2
2577,0.66 ,2.59 ,2
2578,4.43 ,10.20 ,3
2579,1.22 ,2.24 ,2
2580,-3.78 ,2.02 ,1
2581,-2.62 ,2.75 ,1
2582,4.91 ,4.97 ,3
2583,0.14 ,1.73 ,2
2584,-4.95 ,2.80 ,1
2585,5.06 ,6.87 ,3
2586,-4.14 ,4.90 ,1
2587,-5.81 ,2.29 ,1
2588,5.34 ,5.01 ,3
2589,4.17 ,8.46 ,3
2590,-4.19 ,6.22 ,1
2591,0.39 ,1.54 ,2
2592,-3.39 ,2.67 ,1
2593,-4.15 ,4.93 ,1
2594,1.20 ,0.38 ,2
2595,8.55 ,6.65 ,3
2596,0.71 ,0.46 ,2
2597,-5.44 ,3.15 ,1
2598,6.59 ,5.75 ,3
2599,7.77 ,4.35 ,3
2600,-5.75 ,3.96 ,1
2601,-6.32 ,6.31 ,1
2602,4.23 ,7.20 ,3
2603,0.65 ,1.41 ,2
2604,-0.38 ,1.61 ,2
2605,3.06 ,1.07 ,2
2606,0.26 ,2.68 ,2
2607,-3.90 ,2.45 ,1
2608,2.30 ,2.16 ,2
2609,8.61 ,6.62 ,3
2610,2.03 ,6.86 ,3
2611,5.12 ,5.45 ,3
2612,2.08 ,2.15 ,2
2613,7.87 ,6.03 ,3
2614,-3.01 ,8.53 ,1
2615,-3.99 ,4.41 ,1
2616,-3.24 ,8.03 ,1
2617,-2.91 ,7.21 ,1
2618,7.81 ,9.76 ,3
2619,-2.32 ,4.59 ,1
2620,-2.51 ,6.60 ,1
2621,4.56 ,6.89 ,3
2622,0.36 ,2.18 ,2
2623,0.39 ,2.70 ,2
2624,7.30 ,3.83 ,3
2625,-3.57 ,1.20 ,1
2626,-1.10 ,5.53 ,1
2627,2.21 ,-1.29 ,2
2628,5.18 ,5.33 ,3
2629,0.25 ,2.16 ,2
2630,2.15 ,1.17 ,2
2631,-5.93 ,3.05 ,1
2632,0.84 ,1.25 ,2
2633,5.60 ,8.13 ,3
2634,-0.32 ,2.29 ,2
2635,1.54 ,2.44 ,2
2636,0.76 ,3.66 ,2
2637,3.03 ,3.63 ,2
2638,-3.87 ,5.81 ,1
2639,2.46 ,6.16 ,3
2640,8.03 ,5.46 ,3
2641,5.14 ,2.80 ,3
2642,5.70 ,8.91 ,3
2643,7.31 ,6.18 ,3
2644,0.18 ,3.04 ,2
2645,4.74 ,8.61 ,3
2646,1.16 ,0.88 ,2
2647,0.89 ,1.94 ,2
2648,-0.18 ,2.09 ,2
2649,-2.70 ,7.57 ,1
2650,-2.59 ,5.19 ,1
2651,9.40 ,7.42 ,3
2652,4.34 ,4.93 ,3
2653,8.10 ,2.86 ,3
2654,-0.34 ,1.46 ,2
2655,-0.38 ,3.04 ,2
2656,4.28 ,5.43 ,3
2657,0.38 ,2.38 ,2
2658,1.03 ,1.95 ,2
2659,-1.11 ,2.59 ,1
2660,1.46 ,2.40 ,2
2661,1.33 ,2.78 ,2
2662,2.48 ,2.70 ,2
2663,6.87 ,6.57 ,3
2664,-7.00 ,2.19 ,1
2665,5.05 ,3.48 ,3
2666,-6.25 ,2.80 ,1
2667,-4.20 ,4.23 ,1
2668,6.94 ,3.64 ,3
2669,3.64 ,9.28 ,3
2670,0.21 ,1.32 ,2
2671,8.35 ,3.05 ,3
2672,5.53 ,9.05 ,3
2673,-1.11 ,4.05 ,2
2674,6.05 ,2.95 ,3
2675,0.82 ,2.55 ,2
2676,8.63 ,1.67 ,3
2677,0.75 ,1.96 ,1
2678,-0.46 ,1.28 ,2
2679,-5.53 ,3.96 ,1
2680,-5.18 ,6.98 ,1
2681,2.37 ,1.43 ,2
2682,-5.81 ,5.84 ,1
2683,6.56 ,5.40 ,3
2684,1.46 ,7.31 ,3
2685,-1.21 ,4.66 ,1
2686,6.61 ,7.22 ,3
2687,2.74 ,5.79 ,2
2688,1.39 ,3.36 ,2
2689,-3.96 ,5.85 ,1
2690,-4.31 ,3.84 ,1
2691,8.30 ,12.19 ,3
2692,-5.05 ,3.54 ,1
2693,2.40 ,1.23 ,2
2694,-0.58 ,1.79 ,2
2695,9.04 ,6.43 ,3
2696,6.10 ,3.90 ,3
2697,-3.87 ,6.89 ,1
2698,1.35 ,2.97 ,2
2699,0.98 ,1.61 ,2
2700,1.28 ,1.67 ,2
2701,7.56 ,3.50 ,3
2702,7.93 ,8.51 ,3
2703,3.87 ,1.20 ,3
2704,-0.02 ,4.03 ,2
2705,-2.34 ,1.24 ,1
2706,-0.33 ,4.20 ,2
2707,2.47 ,4.65 ,2
2708,3.15 ,6.59 ,3
2709,2.74 ,8.88 ,3
2710,-1.75 ,3.08 ,1
2711,6.86 ,4.07 ,3
2712,-3.76 ,2.61 ,1
2713,1.34 ,3.42 ,2
2714,-4.83 ,5.32 ,1
2715,2.77 ,-0.78 ,2
2716,-0.53 ,3.21 ,1
2717,0.59 ,3.41 ,2
2718,2.76 ,2.26 ,2
2719,2.46 ,-0.02 ,2
2720,5.45 ,3.78 ,3
2721,-3.48 ,4.11 ,1
2722,0.37 ,1.82 ,2
2723,5.69 ,3.09 ,3
2724,-2.84 ,4.12 ,1
2725,-2.23 ,2.12 ,1
2726,-0.05 ,5.45 ,2
2727,0.17 ,1.95 ,2
2728,0.83 ,1.26 ,2
2729,-6.89 ,7.11 ,1
2730,-1.51 ,5.79 ,1
2731,2.10 ,2.75 ,2
2732,0.21 ,2.36 ,2
2733,7.08 ,4.03 ,3
2734,3.11 ,5.35 ,2
2735,-1.52 ,2.79 ,1
2736,0.64 ,3.38 ,2
2737,-0.56 ,3.39 ,2
2738,2.56 ,2.70 ,2
2739,-3.89 ,6.28 ,1
2740,6.16 ,7.79 ,3
2741,-5.38 ,3.62 ,1
2742,6.84 ,4.14 ,3
2743,7.26 ,6.67 ,3
2744,7.58 ,3.29 ,3
2745,1.85 ,1.99 ,2
2746,-7.18 ,7.47 ,1
2747,9.35 ,7.74 ,3
2748,2.32 ,2.36 ,2
2749,-3.72 ,3.75 ,1
2750,-2.20 ,4.81 ,1
2751,2.89 ,1.63 ,3
2752,-4.57 ,3.47 ,1
2753,6.52 ,4.54 ,3
2754,-6.33 ,2.58 ,1
2755,-0.64 ,5.12 ,1
2756,-2.92 ,2.35 ,1
2757,1.15 ,1.94 ,2
2758,1.94 ,3.71 ,2
2759,6.80 ,5.74 ,3
2760,8.03 ,8.91 ,3
2761,0.86 ,1.44 ,2
2762,7.56 ,4.69 ,3
2763,3.42 ,1.20 ,2
2764,0.90 ,2.54 ,2
2765,3.46 ,6.54 ,3
2766,-2.56 ,2.89 ,1
2767,6.45 ,10.76 ,3
2768,-0.74 ,3.29 ,1
2769,0.23 ,2.54 ,2
2770,-1.96 ,2.69 ,1
2771,7.66 ,2.99 ,3
2772,-0.84 ,3.07 ,2
2773,-5.33 ,2.40 ,1
2774,-2.91 ,5.57 ,1
2775,0.14 ,1.57 ,2
2776,5.87 ,8.11 ,3
2777,5.64 ,6.92 ,3
2778,1.26 ,0.36 ,2
2779,-3.51 ,4.86 ,1
2780,3.97 ,6.20 ,3
2781,-3.58 ,2.58 ,1
2782,2.22 ,1.45 ,2
2783,5.81 ,5.98 ,3
2784,8.50 ,7.36 ,3
2785,1.73 ,1.09 ,2
2786,4.35 ,5.22 ,3
2787,0.67 ,0.70 ,2
2788,1.58 ,1.16 ,2
2789,1.16 ,1.83 ,2
2790,6.52 ,6.11 ,3
2791,-1.58 ,5.38 ,1
2792,-3.93 ,5.77 ,1
2793,0.94 ,1.70 ,2
2794,5.37 ,9.08 ,3
2795,8.26 ,4.37 ,3
2796,-2.26 ,0.89 ,1
2797,0.38 ,2.63 ,2
2798,4.54 ,7.92 ,3
2799,1.97 ,3.57 ,2
2800,6.16 ,7.80 ,3
2801,-0.38 ,3.62 ,1
2802,5.30 ,3.80 ,3
2803,-5.26 ,4.16 ,1
2804,-4.65 ,2.55 ,1
2805,-0.90 ,4.39 ,2
2806,-0.12 ,2.80 ,2
2807,-1.65 ,2.01 ,1
2808,7.62 ,5.49 ,3
2809,-4.81 ,5.63 ,1
2810,-0.89 ,5.96 ,1
2811,-3.84 ,6.11 ,1
2812,1.98 ,1.49 ,2
2813,2.03 ,0.41 ,2
2814,-6.03 ,3.67 ,1
2815,-4.73 ,4.65 ,1
2816,4.00 ,5.63 ,3
2817,-5.23 ,5.85 ,1
2818,7.26 ,7.66 ,3
2819,-3.27 ,3.65 ,1
2820,2.48 ,4.94 ,3
2821,2.81 ,3.96 ,3
2822,-2.93 ,3.98 ,1
2823,-4.97 ,2.99 ,1
2824,0.51 ,2.45 ,2
2825,0.92 ,2.92 ,2
2826,7.40 ,5.41 ,3
2827,5.79 ,7.06 ,3
2828,-4.76 ,3.91 ,1
2829,-4.76 ,3.62 ,1
2830,4.88 ,6.14 ,3
2831,4.61 ,3.57 ,3
2832,0.51 ,2.59 ,2
2833,7.20 ,6.18 ,3
2834,6.00 ,5.01 ,3
2835,-4.56 ,6.07 ,1
2836,6.31 ,7.51 ,3
2837,3.90 ,5.47 ,3
2838,2.80 ,3.37 ,3
2839,6.96 ,9.59 ,3
2840,7.19 ,-0.33 ,3
2841,5.45 ,3.41 ,3
2842,4.93 ,7.86 ,3
2843,8.32 ,8.80 ,3
2844,4.71 ,5.81 ,3
2845,0.39 ,0.58 ,2
2846,0.61 ,0.42 ,2
2847,8.29 ,5.42 ,3
2848,5.42 ,4.70 ,3
2849,-3.38 ,6.80 ,1
2850,7.40 ,7.57 ,3
2851,4.88 ,3.47 ,3
2852,2.88 ,9.38 ,3
2853,7.29 ,6.07 ,3
2854,-4.61 ,3.12 ,1
2855,5.55 ,4.75 ,3
2856,3.06 ,1.39 ,2
2857,-1.00 ,7.91 ,1
2858,-0.09 ,1.97 ,2
2859,-5.68 ,3.80 ,1
2860,1.45 ,0.82 ,2
2861,2.29 ,2.95 ,2
2862,1.23 ,3.70 ,2
2863,-5.35 ,3.46 ,1
2864,-2.39 ,6.39 ,1
2865,-0.64 ,-0.98 ,2
2866,-6.23 ,6.07 ,1
2867,3.51 ,4.84 ,3
2868,4.60 ,5.79 ,3
2869,-1.26 ,6.74 ,1
2870,-0.38 ,0.37 ,2
2871,1.26 ,3.35 ,2
2872,-0.88 ,2.77 ,2
2873,-4.78 ,1.85 ,1
2874,-2.85 ,0.00 ,1
2875,7.05 ,6.61 ,3
2876,-3.77 ,2.39 ,1
2877,0.98 ,0.83 ,2
2878,-4.85 ,2.25 ,1
2879,-4.99 ,5.26 ,1
2880,5.31 ,5.65 ,3
2881,3.47 ,0.23 ,3
2882,1.87 ,2.72 ,2
2883,0.66 ,1.07 ,2
2884,-5.61 ,3.70 ,1
2885,1.88 ,0.46 ,2
2886,2.36 ,6.10 ,3
2887,5.22 ,7.58 ,3
2888,-1.61 ,4.65 ,1
2889,-3.12 ,1.60 ,1
2890,-3.73 ,2.48 ,1
2891,-4.42 ,3.90 ,1
2892,-3.11 ,7.17 ,1
2893,4.59 ,5.92 ,3
2894,-5.02 ,3.76 ,1
2895,-0.57 ,6.65 ,1
2896,-4.31 ,2.69 ,1
2897,0.11 ,2.59 ,2
2898,6.19 ,10.08 ,3
2899,1.03 ,1.19 ,2
2900,3.11 ,3.08 ,2
2901,-2.90 ,0.22 ,1
2902,2.72 ,0.56 ,2
2903,-3.89 ,6.44 ,1
2904,1.61 ,1.51 ,2
2905,4.06 ,8.73 ,3
2906,-0.24 ,2.96 ,2
2907,4.40 ,9.39 ,3
2908,-6.30 ,4.99 ,1
2909,-4.76 ,4.38 ,1
2910,0.76 ,2.23 ,2
2911,-0.08 ,2.06 ,2
2912,-2.18 ,7.26 ,1
2913,0.03 ,2.14 ,2
2914,-1.02 ,4.80 ,1
2915,7.12 ,5.13 ,3
2916,-3.91 ,5.85 ,1
2917,-5.16 ,5.19 ,1
2918,8.11 ,5.67 ,3
2919,5.89 ,9.47 ,3
2920,4.48 ,6.72 ,3
2921,5.48 ,9.11 ,3
2922,0.61 ,1.64 ,2
2923,4.40 ,6.79 ,3
2924,0.59 ,2.32 ,2
2925,-4.41 ,5.27 ,1
2926,7.14 ,6.60 ,3
2927,1.75 ,2.47 ,2
2928,-4.21 ,3.48 ,1
2929,0.64 ,2.01 ,2
2930,1.29 ,0.24 ,2
2931,0.85 ,0.50 ,2
2932,8.25 ,7.56 ,3
2933,-4.76 ,5.82 ,1
2934,-4.69 ,6.42 ,1
2935,7.66 ,4.54 ,3
2936,-2.22 ,3.72 ,1
2937,7.87 ,7.29 ,3
2938,3.88 ,7.37 ,3
2939,-3.43 ,5.03 ,1
2940,-2.88 ,5.75 ,1
2941,2.50 ,2.06 ,2
2942,9.58 ,2.96 ,3
2943,1.50 ,2.69 ,2
2944,-6.02 ,4.12 ,1
2945,0.74 ,0.50 ,2
2946,0.99 ,0.66 ,2
2947,8.65 ,6.14 ,3
2948,-4.14 ,3.28 ,1
2949,-2.91 ,4.08 ,1
2950,-7.08 ,3.30 ,1
2951,6.63 ,8.70 ,3
2952,-0.12 ,0.62 ,2
2953,3.65 ,3.30 ,3
2954,1.65 ,3.19 ,2
2955,-0.63 ,1.76 ,2
2956,-3.63 ,1.55 ,1
2957,-2.83 ,3.75 ,1
2958,-7.29 ,4.99 ,1
2959,-4.50 ,3.71 ,1
2960,2.99 ,0.60 ,2
2961,4.97 ,7.37 ,3
2962,2.03 ,1.14 ,2
2963,2.17 ,2.24 ,2
2964,1.51 ,4.43 ,2
2965,3.26 ,3.27 ,3
2966,3.39 ,7.16 ,3
2967,-0.36 ,1.98 ,2
2968,-5.42 ,4.98 ,1
2969,-3.07 ,5.64 ,1
2970,0.49 ,4.39 ,2
2971,-1.72 ,3.36 ,1
2972,5.41 ,6.11 ,3
2973,0.94 ,1.85 ,2
2974,8.42 ,5.57 ,3
2975,3.92 ,2.02 ,3
2976,4.23 ,2.31 ,3
2977,1.24 ,1.87 ,2
2978,-7.82 ,2.24 ,1
2979,-3.91 ,4.36 ,1
2980,1.13 ,4.23 ,2
2981,0.64 ,3.31 ,2
2982,7.28 ,8.81 ,3
2983,8.51 ,7.74 ,3
2984,8.67 ,7.17 ,3
2985,-4.99 ,3.74 ,1
2986,1.64 ,2.14 ,2
2987,2.01 ,1.64 ,2
2988,1.65 ,2.76 ,2
2989,-0.13 ,1.90 ,2
2990,-2.54 ,4.47 ,1
2991,-1.78 ,2.34 ,1
2992,5.23 ,6.69 ,3
2993,-4.97 ,6.12 ,1
2994,-1.15 ,1.30 ,2
2995,2.83 ,6.59 ,3
2996,4.53 ,4.56 ,3
2997,3.01 ,8.08 ,3
2998,-2.16 ,2.94 ,1
2999,-0.47 ,2.03 ,2
3000,-3.69 ,3.66 ,1
3001,2.44 ,1.49 ,2
3002,-3.22 ,5.46 ,1
3003,4.80 ,4.69 ,3
3004,5.07 ,7.26 ,3
3005,5.57 ,5.42 ,3
3006,6.84 ,4.90 ,3
3007,7.25 ,2.89 ,3
3008,-3.00 ,5.48 ,1
3009,-0.52 ,2.36 ,1
3010,8.38 ,5.00 ,3
3011,-2.84 ,3.92 ,1
3012,-0.83 ,1.80 ,1
3013,-4.84 ,5.64 ,1
3014,2.65 ,1.91 ,2
3015,0.93 ,2.81 ,2
3016,0.65 ,2.11 ,2
3017,-3.65 ,3.37 ,1
3018,3.16 ,7.25 ,3
3019,-2.57 ,3.46 ,1
3020,7.47 ,8.16 ,3
3021,-4.96 ,5.17 ,1
3022,7.08 ,2.60 ,3
3023,1.17 ,2.04 ,2
3024,-5.50 ,0.52 ,1
3025,-5.96 ,3.05 ,1
3026,-6.15 ,4.10 ,1
3027,7.27 ,7.73 ,3
3028,-5.61 ,1.91 ,1
3029,8.44 ,5.19 ,3
3030,-0.23 ,1.25 ,2
3031,6.37 ,4.99 ,3
3032,-4.44 ,2.43 ,1
3033,0.64 ,4.55 ,2
3034,-2.92 ,2.17 ,1
3035,-4.41 ,2.58 ,1
3036,-4.36 ,1.67 ,1
3037,1.44 ,2.06 ,2
3038,2.62 ,6.51 ,3
3039,8.19 ,5.31 ,3
3040,2.67 ,1.73 ,2
3041,7.58 ,2.09 ,3
3042,-3.32 ,0.85 ,1
3043,-0.64 ,2.39 ,2
3044,-3.37 ,3.56 ,1
3045,8.38 ,6.33 ,3
3046,4.16 ,9.18 ,3
3047,2.61 ,1.66 ,2
3048,-1.02 ,5.34 ,1
3049,0.43 ,3.75 ,2
3050,-1.26 ,2.80 ,1
3051,7.35 ,8.26 ,3
3052,5.87 ,6.56 ,3
3053,-5.37 ,4.73 ,1
3054,-0.35 ,1.31 ,2
3055,9.13 ,4.29 ,3
3056,7.89 ,6.19 ,3
3057,1.40 ,0.55 ,2
3058,2.04 ,1.99 ,2
3059,-3.01 ,3.71 ,1
3060,5.68 ,3.60 ,3
3061,-1.03 ,6.62 ,1
3062,0.86 ,2.06 ,2
3063,0.52 ,1.84 ,2
3064,0.40 ,1.97 ,2
3065,5.20 ,5.33 ,3
3066,2.41 ,1.27 ,2
3067,2.24 ,0.69 ,2
3068,7.68 ,5.93 ,3
3069,-1.97 ,3.57 ,2
3070,1.86 ,0.99 ,2
3071,-4.04 ,3.14 ,1
3072,2.00 ,4.95 ,3
3073,8.89 ,2.38 ,3
3074,7.11 ,5.57 ,3
3075,-3.42 ,1.08 ,1
3076,-3.50 ,3.96 ,1
3077,3.08 ,7.69 ,3
3078,0.30 ,2.12 ,2
3079,2.55 ,3.25 ,2
3080,-1.78 ,5.15 ,1
3081,2.47 ,5.61 ,3
3082,6.67 ,7.29 ,3
3083,-3.56 ,5.97 ,1
3084,3.29 ,6.25 ,3
3085,-4.43 ,-0.17 ,1
3086,4.89 ,5.21 ,3
3087,-1.74 ,4.21 ,1
3088,-5.41 ,3.49 ,1
3089,-3.61 ,3.94 ,1
3090,1.64 ,1.86 ,2
3091,-5.11 ,2.91 ,1
3092,0.27 ,2.24 ,2
3093,-1.01 ,1.82 ,2
3094,-0.03 ,3.34 ,2
3095,4.13 ,7.81 ,3
3096,-3.28 ,4.54 ,1
3097,-2.69 ,1.68 ,1
3098,-5.61 ,5.64 ,1
3099,-3.02 ,6.36 ,1
3100,0.37 ,1.85 ,2
3101,-3.57 ,6.61 ,1
3102,0.85 ,0.32 ,2
3103,-5.37 ,4.34 ,1
3104,2.61 ,2.40 ,2
3105,5.99 ,9.59 ,3
3106,-0.74 ,3.83 ,1
3107,-6.35 ,1.27 ,1
3108,2.30 ,-0.26 ,2
3109,7.03 ,6.61 ,3
3110,-0.10 ,3.98 ,1
3111,-4.52 ,2.80 ,1
3112,5.49 ,3.81 ,3
3113,4.30 ,5.45 ,3
3114,6.42 ,5.72 ,3
3115,8.15 ,6.12 ,3
3116,7.69 ,3.48 ,3
3117,9.33 ,6.00 ,3
3118,-1.15 ,3.64 ,1
3119,1.59 ,2.13 ,2
3120,0.16 ,1.07 ,2
3121,4.76 ,7.75 ,3
3122,1.23 ,2.40 ,2
3123,6.20 ,9.06 ,3
3124,2.34 ,3.78 ,2
3125,-0.90 ,6.59 ,1
3126,-5.00 ,1.72 ,1
3127,-2.40 ,3.53 ,1
3128,2.35 ,4.01 ,2
3129,8.59 ,4.22 ,3
3130,5.48 ,3.81 ,3
3131,3.13 ,3.12 ,3
3132,-3.85 ,6.24 ,1
3133,-2.53 ,4.01 ,1
3134,7.50 ,10.81 ,3
3135,-5.14 ,4.91 ,1
3136,-0.76 ,-0.87 ,2
3137,0.53 ,3.09 ,2
3138,-3.76 ,4.75 ,1
3139,6.36 ,4.92 ,3
3140,4.80 ,10.25 ,3
3141,3.19 ,4.42 ,3
3142,-4.77 ,4.98 ,1
3143,-3.09 ,8.91 ,1
3144,8.68 ,6.07 ,3
3145,6.85 ,5.02 ,3
3146,3.71 ,5.75 ,3
3147,-2.64 ,1.67 ,1
3148,-2.91 ,3.39 ,1
3149,6.86 ,4.82 ,3
3150,1.69 ,2.24 ,2
3151,-4.93 ,2.93 ,1
3152,-7.07 ,3.26 ,1
3153,-3.08 ,5.02 ,1
3154,5.24 ,7.17 ,3
3155,-2.79 ,7.60 ,1
3156,5.57 ,3.10 ,3
3157,-4.46 ,2.42 ,1
3158,3.36 ,6.03 ,3
3159,-2.82 ,4.36 ,1
3160,-4.50 ,3.42 ,1
3161,6.16 ,4.42 ,3
3162,-2.07 ,4.93 ,1
3163,-0.85 ,-1.41 ,2
3164,5.79 ,3.63 ,3
3165,0.43 ,3.37 ,2
3166,1.41 ,1.29 ,2
3167,-0.63 ,1.53 ,2
3168,-4.73 ,7.46 ,1
3169,-8.51 ,3.97 ,1
3170,6.88 ,5.14 ,3
3171,3.36 ,2.29 ,2
3172,6.50 ,7.17 ,3
3173,1.34 ,1.64 ,2
3174,1.43 ,3.13 ,2
3175,-2.26 ,2.11 ,1
3176,0.17 ,3.47 ,2
3177,1.76 ,1.13 ,2
3178,1.09 ,3.16 ,2
3179,0.67 ,0.59 ,2
3180,7.41 ,3.36 ,3
3181,0.74 ,2.55 ,2
3182,-0.03 ,1.38 ,2
3183,-0.62 ,1.67 ,2
3184,-4.71 ,1.69 ,1
3185,6.83 ,3.71 ,3
3186,-1.64 ,5.49 ,1
3187,1.10 ,1.75 ,2
3188,9.93 ,5.12 ,3
3189,7.52 ,7.77 ,3
3190,-4.10 ,3.90 ,1
3191,0.54 ,1.92 ,2
3192,1.27 ,0.73 ,2
3193,-7.31 ,5.51 ,1
3194,0.62 ,1.45 ,2
3195,1.44 ,2.64 ,2
3196,-4.62 ,4.33 ,1
3197,-2.68 ,3.20 ,1
3198,-4.29 ,5.47 ,1
3199,1.76 ,0.97 ,2
3200,4.45 ,4.93 ,3
3201,4.73 ,5.42 ,3
3202,0.09 ,0.81 ,2
3203,1.02 ,2.44 ,2
3204,2.85 ,6.83 ,3
3205,5.70 ,2.96 ,3
3206,-3.10 ,4.78 ,1
3207,2.63 ,2.40 ,2
3208,-3.56 ,4.30 ,1
3209,-1.97 ,4.69 ,1
3210,1.32 ,0.77 ,2
3211,-5.73 ,2.82 ,1
3212,-0.50 ,3.41 ,2
3213,2.77 ,6.15 ,3
3214,2.92 ,1.23 ,2
3215,-3.97 ,3.19 ,1
3216,-1.96 ,6.42 ,1
3217,5.17 ,8.31 ,3
3218,6.17 ,4.27 ,3
3219,0.44 ,2.77 ,2
3220,8.08 ,3.21 ,3
3221,7.32 ,5.84 ,3
3222,1.09 ,1.55 ,2
3223,-2.77 ,5.16 ,1
3224,4.43 ,5.94 ,3
3225,5.87 ,3.87 ,3
3226,-5.71 ,4.03 ,1
3227,2.60 ,7.17 ,3
3228,6.18 ,-0.19 ,3
3229,1.35 ,3.67 ,2
3230,5.52 ,9.85 ,3
3231,-2.51 ,3.50 ,1
3232,-8.75 ,1.88 ,1
3233,8.78 ,8.81 ,3
3234,5.73 ,7.28 ,3
3235,2.15 ,1.71 ,2
3236,-0.64 ,4.41 ,1
3237,-4.57 ,3.74 ,1
3238,-4.10 ,4.59 ,1
3239,7.00 ,7.04 ,3
3240,-3.86 ,2.49 ,1
3241,-1.68 ,4.77 ,1
3242,4.74 ,6.12 ,3
3243,2.11 ,2.51 ,2
3244,3.72 ,8.39 ,3
3245,0.82 ,0.72 ,2
3246,6.00 ,4.97 ,3
3247,1.48 ,1.59 ,2
3248,-3.46 ,6.65 ,1
3249,-2.15 ,5.35 ,1
3250,0.70 ,0.65 ,2
3251,0.72 ,2.04 ,2
3252,-4.36 ,1.98 ,1
3253,2.35 ,5.80 ,3
3254,-4.54 ,1.41 ,1
3255,-1.73 ,2.00 ,1
3256,2.13 ,0.23 ,2
3257,3.38 ,4.11 ,3
3258,-0.52 ,-0.48 ,2
3259,-3.00 ,1.40 ,1
3260,0.07 ,3.38 ,2
3261,5.37 ,5.90 ,3
3262,7.77 ,5.11 ,3
3263,4.33 ,5.81 ,3
3264,3.21 ,4.46 ,3
3265,-4.16 ,2.08 ,1
3266,0.64 ,1.18 ,2
3267,-3.28 ,1.71 ,1
